platform,year,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,game_id
NES,1991.0,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,6163
PS2,2002.0,Sammy Corporation,0.0,0.0,0.28,0.0,0.28,6164
PS2,2007.0,Empire Interactive,0.14,0.11,0.0,0.04,0.28,6165
PSP,2007.0,Empire Interactive,0.09,0.08,0.0,0.05,0.22,6165
GB,1991.0,Nintendo,0.0,0.0,0.28,0.0,0.28,6166
SNES,1991.0,Tecmo Koei,0.0,0.0,0.28,0.0,0.28,6167
PS2,2006.0,Xplosiv,0.0,0.23,0.0,0.05,0.28,6171
PSP,2006.0,Xplosiv,0.05,0.0,0.0,0.01,0.06,6171
PS2,2002.0,THQ,0.14,0.11,0.0,0.04,0.28,6172
XB,2002.0,THQ,0.07,0.02,0.0,0.0,0.1,6172
GC,2002.0,THQ,0.07,0.02,0.0,0.0,0.09,6172
Wii,2010.0,Mastiff,0.27,0.0,0.0,0.02,0.28,6173
PS3,2013.0,Electronic Arts,0.11,0.11,0.01,0.05,0.28,6174
X360,2013.0,Electronic Arts,0.16,0.07,0.0,0.02,0.26,6174
PS2,2003.0,Atari,0.14,0.11,0.0,0.04,0.28,6178
XB,2003.0,Atari,0.1,0.03,0.0,0.0,0.13,6178
GBA,2003.0,Atari,0.03,0.01,0.0,0.0,0.04,6178
GC,2004.0,Atari,0.01,0.0,0.0,0.0,0.02,6178
GBA,2001.0,Interplay,0.2,0.07,0.0,0.01,0.28,6181
PS2,2006.0,Atari,0.12,0.1,0.03,0.03,0.28,6182
XB,2006.0,Atari,0.05,0.01,0.0,0.0,0.07,6182
Wii,2007.0,Ubisoft,0.01,0.01,0.0,0.0,0.03,6182
WiiU,2012.0,Nintendo,0.13,0.12,0.0,0.02,0.28,6183
DS,2007.0,Activision,0.26,0.0,0.0,0.02,0.28,6184
DS,2010.0,THQ,0.18,0.08,0.0,0.02,0.28,6186
Wii,2010.0,THQ,0.15,0.04,0.0,0.01,0.2,6186
PS2,2004.0,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,6187
XB,2004.0,Eidos Interactive,0.09,0.03,0.0,0.0,0.12,6187
X360,2007.0,Sega,0.2,0.03,0.03,0.02,0.28,6188
PS,1998.0,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,6190
SAT,1997.0,Tecmo Koei,0.0,0.0,0.18,0.0,0.18,6190
PS2,2006.0,505 Games,0.14,0.11,0.0,0.04,0.28,6191
PS2,2002.0,Midway Games,0.14,0.11,0.0,0.04,0.28,6193
XB,2002.0,Midway Games,0.07,0.02,0.0,0.0,0.09,6193
GC,2002.0,Midway Games,0.07,0.02,0.0,0.0,0.09,6193
SNES,1995.0,Laguna,0.03,0.01,0.23,0.01,0.28,6194
PS3,2011.0,Electronic Arts,0.11,0.09,0.04,0.04,0.28,6196
X360,2011.0,Electronic Arts,0.1,0.06,0.01,0.02,0.19,6196
PS,1995.0,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28,6198
SNES,1992.0,Ocean,0.0,0.0,0.28,0.0,0.28,6200
XB,2001.0,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,6203
PS4,2016.0,Square Enix,0.0,0.0,0.28,0.0,0.28,6205
PSV,2016.0,Square Enix,0.0,0.0,0.23,0.0,0.23,6205
PS3,2016.0,Square Enix,0.0,0.0,0.13,0.0,0.13,6205
PS4,2016.0,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.28,6207
PS3,2016.0,Konami Digital Entertainment,0.0,0.08,0.02,0.01,0.11,6207
PS2,2007.0,Tecmo Koei,0.14,0.11,0.0,0.04,0.28,6208
PC,2004.0,Atari,0.01,0.22,0.0,0.05,0.28,6209
PS2,2001.0,THQ,0.14,0.11,0.0,0.04,0.28,6210
PS2,2002.0,Midway Games,0.14,0.11,0.0,0.04,0.28,6211
XB,2002.0,Midway Games,0.08,0.02,0.0,0.0,0.11,6211
GC,2002.0,Midway Games,0.06,0.02,0.0,0.0,0.08,6211
PSV,2014.0,Nippon Ichi Software,0.1,0.03,0.12,0.04,0.28,6212
PS2,2000.0,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,6215
DS,2010.0,Activision,0.26,0.01,0.0,0.02,0.28,6216
Wii,2010.0,Activision,0.08,0.01,0.0,0.01,0.1,6216
PS2,2001.0,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,6218
SAT,1997.0,Elf,0.0,0.0,0.28,0.0,0.28,6219
PSP,2011.0,Sony Computer Entertainment,0.05,0.04,0.17,0.02,0.28,6220
PS,1998.0,Activision,0.15,0.11,0.0,0.02,0.28,6222
PS2,2008.0,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,6224
Wii,2010.0,Activision,0.15,0.1,0.0,0.03,0.28,6226
SNES,1992.0,Video System,0.0,0.0,0.28,0.0,0.28,6228
DS,2011.0,GameMill Entertainment,0.26,0.0,0.0,0.02,0.28,6230
PS2,2003.0,Atari,0.14,0.11,0.0,0.04,0.28,6232
GC,2003.0,Nintendo,0.0,0.0,0.27,0.01,0.28,6233
DS,2006.0,Sega,0.0,0.0,0.28,0.0,0.28,6234
PSP,2007.0,Sega,0.0,0.0,0.02,0.0,0.02,6234
PS,1998.0,Konami Digital Entertainment,0.0,0.0,0.26,0.02,0.28,6235
Wii,2008.0,MTV Games,0.25,0.0,0.0,0.02,0.28,6239
PS3,2008.0,MTV Games,0.21,0.01,0.0,0.02,0.24,6239
X360,2008.0,MTV Games,0.21,0.0,0.0,0.02,0.23,6239
PS2,2008.0,MTV Games,0.08,0.06,0.0,0.02,0.16,6239
DS,2008.0,Ubisoft,0.25,0.0,0.0,0.02,0.28,6240
PS3,2013.0,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.28,6241
PS,1998.0,Electronic Arts,0.15,0.1,0.0,0.02,0.28,6242
PS2,2008.0,THQ,0.14,0.11,0.0,0.04,0.28,6243
Wii,2008.0,THQ,0.15,0.0,0.0,0.01,0.16,6243
PS2,2003.0,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,6245
PS2,2008.0,Electronic Arts,0.14,0.11,0.0,0.04,0.28,6246
X360,2008.0,Electronic Arts,0.2,0.0,0.0,0.02,0.22,6246
PS3,2008.0,Electronic Arts,0.15,0.0,0.0,0.01,0.17,6246
Wii,2008.0,Namco Bandai Games,0.0,0.07,0.19,0.01,0.28,6247
Wii,2010.0,THQ,0.22,0.04,0.0,0.02,0.28,6248
DS,2010.0,THQ,0.17,0.03,0.0,0.02,0.22,6248
PS3,2010.0,THQ,0.12,0.03,0.0,0.02,0.18,6248
X360,2010.0,THQ,0.12,0.02,0.0,0.01,0.15,6248
3DS,2011.0,THQ,0.07,0.02,0.0,0.01,0.1,6248
GBA,2001.0,Konami Digital Entertainment,0.0,0.0,0.27,0.01,0.28,6250
PS2,2002.0,Ubisoft,0.14,0.11,0.0,0.04,0.28,6251
XB,2002.0,Ubisoft,0.04,0.01,0.0,0.0,0.06,6251
GBA,2003.0,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,6252
SAT,1996.0,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,6255
PS,1997.0,From Software,0.06,0.04,0.15,0.02,0.28,6256
GB,2000.0,Nintendo,0.0,0.0,0.28,0.0,0.28,6257
3DS,2012.0,Nippon Columbia,0.0,0.0,0.28,0.0,0.28,6258
Wii,2009.0,Nintendo,0.26,0.0,0.0,0.02,0.28,6259
SNES,1995.0,Nichibutsu,0.0,0.0,0.28,0.0,0.28,6262
PSP,2008.0,Spike,0.06,0.0,0.2,0.01,0.27,6263
PS2,2007.0,Activision Value,0.13,0.11,0.0,0.04,0.27,6264
Wii,2008.0,Activision Value,0.06,0.0,0.0,0.0,0.06,6264
X360,2007.0,Activision Value,0.04,0.0,0.0,0.0,0.05,6264
DS,2007.0,Nintendo,0.0,0.0,0.27,0.0,0.27,6265
PS2,2000.0,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27,6266
2600,1982.0,Coleco,0.26,0.02,0.0,0.0,0.27,6267
Wii,2014.0,Little Orbit,0.05,0.2,0.0,0.02,0.27,6268
3DS,2014.0,Little Orbit,0.04,0.19,0.0,0.02,0.25,6268
X360,2014.0,Little Orbit,0.05,0.13,0.0,0.02,0.2,6268
PS3,2014.0,Little Orbit,0.03,0.08,0.0,0.02,0.13,6268
WiiU,2014.0,Little Orbit,0.04,0.05,0.0,0.01,0.09,6268
XB,2003.0,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,6270
PS,1996.0,Tomy Corporation,0.0,0.0,0.26,0.02,0.27,6272
GBA,,Unknown Publisher,0.0,0.0,0.27,0.01,0.27,6274
GBA,2002.0,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27,6275
PS,1998.0,Capcom,0.0,0.0,0.26,0.02,0.27,6276
GBA,2001.0,Unknown,0.2,0.07,0.0,0.0,0.27,6278
Wii,2013.0,Majesco Entertainment,0.14,0.11,0.0,0.03,0.27,6279
XOne,2013.0,Majesco Entertainment,0.17,0.05,0.0,0.02,0.23,6279
PS2,2004.0,Square Enix,0.0,0.0,0.27,0.0,0.27,6281
PS,2001.0,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,6282
2600,,Atari,0.26,0.01,0.0,0.0,0.27,6285
DS,2009.0,Electronic Arts,0.25,0.0,0.0,0.02,0.27,6286
DS,2008.0,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.27,6288
PS,2000.0,THQ,0.15,0.1,0.0,0.02,0.27,6289
PS,1997.0,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27,6290
PS,2000.0,Natsume,0.15,0.1,0.0,0.02,0.27,6291
PS,2001.0,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,6292
PS4,2015.0,Focus Home Interactive,0.09,0.12,0.02,0.04,0.27,6293
XOne,2015.0,Focus Home Interactive,0.04,0.02,0.0,0.01,0.07,6293
PC,2014.0,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,6293
PS3,2013.0,Sega,0.08,0.0,0.19,0.01,0.27,6295
PSV,2012.0,Sega,0.0,0.0,0.23,0.0,0.23,6295
DS,2006.0,Capcom,0.12,0.03,0.11,0.01,0.27,6296
DS,2005.0,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,6297
2600,1984.0,Activision,0.26,0.01,0.0,0.0,0.27,6298
PS2,2004.0,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,6301
PS,1996.0,Microprose,0.15,0.1,0.0,0.02,0.27,6302
PSP,2009.0,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,6303
PSP,2006.0,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,6304
PS,2000.0,Eidos Interactive,0.15,0.1,0.0,0.02,0.27,6305
PS2,2002.0,Codemasters,0.13,0.1,0.0,0.03,0.27,6306
XB,2003.0,Codemasters,0.03,0.01,0.0,0.0,0.04,6306
GC,2003.0,Nintendo,0.21,0.05,0.0,0.01,0.27,6307
SNES,1993.0,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,6308
X360,2008.0,Sega,0.15,0.1,0.0,0.02,0.27,6309
PS3,2008.0,Sega,0.14,0.07,0.0,0.03,0.23,6309
SNES,1994.0,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,6310
3DS,2012.0,Sega,0.07,0.07,0.12,0.01,0.27,6311
PS2,2004.0,Ubisoft,0.13,0.1,0.0,0.03,0.27,6312
XB,2004.0,Ubisoft,0.07,0.02,0.0,0.0,0.1,6312
GBA,2002.0,Infogrames,0.19,0.07,0.0,0.0,0.27,6313
PS,2001.0,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17,6313
X360,2011.0,Ubisoft,0.14,0.1,0.0,0.03,0.27,6314
PS3,2011.0,Ubisoft,0.08,0.06,0.0,0.03,0.16,6314
2600,,Atari,0.25,0.02,0.0,0.0,0.27,6318
2600,1980.0,Activision,0.25,0.02,0.0,0.0,0.27,6319
XB,2004.0,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,6323
GB,1996.0,ChunSoft,0.0,0.0,0.27,0.0,0.27,6324
PS2,2001.0,Eidos Interactive,0.13,0.1,0.0,0.03,0.27,6325
PS4,2015.0,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27,6327
DS,2010.0,Ubisoft,0.09,0.15,0.0,0.03,0.27,6329
PS3,2014.0,Capcom,0.0,0.0,0.27,0.0,0.27,6331
GBA,2002.0,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27,6332
GBA,2002.0,THQ,0.19,0.07,0.0,0.0,0.27,6333
GB,2000.0,Imagineer,0.0,0.0,0.27,0.0,0.27,6334
PS2,2004.0,Square Enix,0.13,0.1,0.0,0.03,0.27,6335
PS4,2014.0,Focus Home Interactive,0.08,0.14,0.0,0.05,0.27,6336
XOne,2014.0,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,6336
PS3,2014.0,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,6336
X360,2014.0,Focus Home Interactive,0.03,0.03,0.0,0.01,0.06,6336
PC,2014.0,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,6336
PS2,2004.0,THQ,0.13,0.1,0.0,0.03,0.27,6339
XB,2004.0,THQ,0.11,0.03,0.0,0.01,0.15,6339
DS,2008.0,Nordic Games,0.25,0.0,0.0,0.02,0.27,6342
Wii,2010.0,Graffiti,0.12,0.0,0.0,0.01,0.13,6342
N64,1997.0,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27,6344
N64,1998.0,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,6345
N64,1998.0,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27,6346
N64,1999.0,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27,6347
PS,1998.0,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25,6347
PS2,2005.0,Capcom,0.13,0.1,0.0,0.03,0.27,6350
3DS,2012.0,Nintendo,0.0,0.0,0.27,0.0,0.27,6351
PSP,2005.0,Ubisoft,0.0,0.01,0.25,0.01,0.27,6352
DS,2011.0,D3Publisher,0.13,0.12,0.0,0.03,0.27,6354
PS2,2000.0,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,6359
Wii,2009.0,Capcom,0.05,0.11,0.0,0.02,0.19,6359
XB,2002.0,THQ,0.07,0.02,0.0,0.0,0.09,6359
GBA,2002.0,THQ,0.04,0.01,0.0,0.0,0.06,6359
PSP,2006.0,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,6359
DS,2010.0,THQ,0.13,0.12,0.0,0.02,0.27,6360
Wii,2008.0,DTP Entertainment,0.23,0.04,0.0,0.0,0.27,6361
X360,2008.0,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,6362
PS3,,Unknown,0.25,0.0,0.0,0.02,0.27,6362
DS,2008.0,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,6362
Wii,,Unknown,0.07,0.0,0.0,0.01,0.08,6362
DS,2008.0,Atlus,0.1,0.0,0.16,0.01,0.27,6363
3DS,2014.0,Atlus,0.0,0.0,0.1,0.0,0.1,6363
SNES,1995.0,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,6365
SNES,1994.0,Hect,0.0,0.0,0.27,0.0,0.27,6370
DS,2009.0,Atlus,0.14,0.0,0.12,0.01,0.27,6371
GBA,2001.0,Nintendo,0.0,0.0,0.26,0.01,0.27,6372
PS2,2001.0,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,6373
GC,2001.0,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,6373
X360,2009.0,SouthPeak Games,0.15,0.09,0.0,0.03,0.27,6377
PC,2009.0,SouthPeak Games,0.01,0.01,0.0,0.0,0.03,6377
PS,1999.0,Electronic Arts,0.15,0.1,0.0,0.02,0.27,6378
DS,2010.0,Nintendo,0.25,0.0,0.0,0.02,0.27,6379
X360,2009.0,Square Enix,0.25,0.0,0.0,0.02,0.27,6380
DS,2010.0,Nintendo,0.0,0.0,0.27,0.0,0.27,6381
PS4,2016.0,Codemasters,0.01,0.21,0.01,0.04,0.27,6382
XOne,2016.0,Codemasters,0.01,0.07,0.0,0.01,0.09,6382
PC,2016.0,Codemasters,0.0,0.02,0.0,0.0,0.02,6382
GBA,2005.0,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,6383
Wii,2009.0,Take-Two Interactive,0.24,0.01,0.0,0.02,0.27,6387
PS2,2009.0,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,6387
PS,1999.0,Activision,0.15,0.1,0.0,0.02,0.27,6388
PS2,2002.0,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,6389
GC,2002.0,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,6389
XB,2002.0,BAM! Entertainment,0.07,0.02,0.0,0.0,0.1,6389
GBA,2002.0,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05,6389
PS,1998.0,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27,6391
3DS,2016.0,Capcom,0.0,0.0,0.27,0.0,0.27,6392
DS,2008.0,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,6394
PS2,2003.0,Sega,0.0,0.0,0.27,0.0,0.27,6397
PS2,2003.0,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,6399
XB,2003.0,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,6399
PC,2003.0,Vivendi Games,0.0,0.02,0.0,0.0,0.03,6399
PS,1995.0,GT Interactive,0.15,0.1,0.0,0.02,0.27,6401
X360,2010.0,Rising Star Games,0.18,0.06,0.0,0.02,0.27,6402
PS3,2010.0,Rising Star Games,0.08,0.05,0.0,0.02,0.15,6402
Wii,2009.0,THQ,0.25,0.0,0.0,0.02,0.27,6404
DS,2009.0,THQ,0.22,0.0,0.0,0.02,0.24,6404
X360,2009.0,THQ,0.12,0.0,0.0,0.01,0.12,6404
PS,2000.0,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,6405
PS2,2001.0,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,6405
3DS,2014.0,Unknown,0.15,0.09,0.0,0.02,0.27,6409
DS,2010.0,THQ,0.19,0.05,0.0,0.02,0.27,6410
PSP,2010.0,THQ,0.08,0.03,0.0,0.02,0.13,6410
PSP,2006.0,Electronic Arts,0.24,0.0,0.0,0.02,0.27,6411
PS,1996.0,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,6412
PS3,2014.0,Activision,0.11,0.11,0.0,0.05,0.27,6413
X360,2014.0,Activision,0.11,0.09,0.0,0.02,0.22,6413
3DS,2014.0,Activision,0.08,0.04,0.0,0.01,0.13,6413
PS,1998.0,Crave Entertainment,0.15,0.1,0.0,0.02,0.27,6414
SNES,1995.0,Banpresto,0.0,0.0,0.27,0.0,0.27,6415
PS2,2005.0,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,6417
PS2,2004.0,Atari,0.13,0.1,0.0,0.03,0.27,6418
DS,2007.0,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,6420
X360,2006.0,Electronic Arts,0.23,0.02,0.0,0.02,0.27,6421
DS,2006.0,Electronic Arts,0.07,0.0,0.0,0.01,0.08,6421
DS,2009.0,Mentor Interactive,0.25,0.0,0.0,0.02,0.27,6423
PSV,2011.0,Tecmo Koei,0.06,0.07,0.11,0.03,0.27,6424
PS3,2010.0,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,6426
PSP,2010.0,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,6426
GBA,2003.0,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,6427
PS3,2011.0,Tecmo Koei,0.04,0.05,0.16,0.02,0.27,6429
Wii,2008.0,Ubisoft,0.24,0.0,0.0,0.02,0.27,6430
Wii,2009.0,Ubisoft,0.25,0.0,0.0,0.02,0.27,6431
DS,2007.0,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,6432
Wii,2009.0,Konami Digital Entertainment,0.16,0.08,0.0,0.02,0.27,6433
DS,2010.0,Konami Digital Entertainment,0.11,0.07,0.0,0.02,0.19,6433
PS2,2006.0,Ubisoft,0.13,0.1,0.0,0.03,0.27,6434
XB,2006.0,Ubisoft,0.06,0.02,0.0,0.0,0.07,6434
Wii,2009.0,Take-Two Interactive,0.14,0.1,0.0,0.03,0.27,6435
DS,2009.0,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,6435
PS3,2012.0,Tecmo Koei,0.06,0.04,0.14,0.02,0.27,6436
PSV,2014.0,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,6436
PSP,2010.0,Namco Bandai Games,0.11,0.04,0.09,0.03,0.27,6438
GBA,2004.0,Unknown Publisher,0.19,0.07,0.0,0.0,0.27,6439
PS,1997.0,Tecmo Koei,0.0,0.0,0.25,0.02,0.27,6441
PS3,2006.0,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.26,6442
PSP,2006.0,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,6442
PS2,2006.0,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,6442
PS2,2002.0,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,6443
Wii,2010.0,Mastiff,0.25,0.0,0.0,0.02,0.26,6444
X360,2007.0,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,6445
PS3,2007.0,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,6445
GBA,2002.0,Atari,0.19,0.07,0.0,0.0,0.26,6446
X360,2007.0,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,6449
PC,2007.0,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,6449
DS,2005.0,Ubisoft,0.21,0.04,0.0,0.02,0.26,6450
PS3,2013.0,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,6451
PSV,2013.0,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,6451
DC,1998.0,Sega,0.0,0.0,0.26,0.0,0.26,6452
Wii,2010.0,Electronic Arts,0.22,0.03,0.0,0.02,0.26,6453
PS3,2010.0,Electronic Arts,0.11,0.03,0.0,0.02,0.16,6453
X360,2010.0,Electronic Arts,0.1,0.03,0.0,0.01,0.14,6453
PC,2010.0,Electronic Arts,0.04,0.01,0.0,0.01,0.06,6453
PS3,2010.0,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,6454
Wii,2009.0,Electronic Arts,0.22,0.02,0.0,0.02,0.26,6455
PS2,2001.0,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,6456
XB,2002.0,Sega,0.16,0.05,0.04,0.01,0.26,6457
PS,1999.0,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26,6458
PS,1996.0,From Software,0.08,0.06,0.11,0.02,0.26,6460
PSV,2014.0,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26,6461
PSP,2012.0,Spike,0.0,0.0,0.19,0.0,0.19,6461
3DS,2013.0,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,6462
DS,2009.0,Hudson Soft,0.08,0.03,0.14,0.01,0.26,6463
PS,1996.0,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,6464
PS2,2008.0,Activision Value,0.13,0.1,0.0,0.03,0.26,6466
PS3,2008.0,Activision Value,0.15,0.0,0.0,0.01,0.16,6466
X360,2008.0,Activision Value,0.1,0.01,0.0,0.01,0.12,6466
Wii,2008.0,Activision Value,0.11,0.0,0.0,0.01,0.12,6466
PC,2008.0,Microsoft Game Studios,0.04,0.18,0.0,0.04,0.26,6468
PS,1997.0,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,6469
DS,2009.0,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,6470
DS,2007.0,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,6471
PS2,2006.0,Midway Games,0.13,0.1,0.0,0.03,0.26,6472
XB,2006.0,Midway Games,0.04,0.01,0.0,0.0,0.05,6472
GBA,2002.0,THQ,0.19,0.07,0.0,0.0,0.26,6474
GEN,1994.0,Sega,0.0,0.0,0.26,0.0,0.26,6475
PS3,2010.0,Deep Silver,0.05,0.16,0.0,0.05,0.26,6477
X360,2010.0,Deep Silver,0.07,0.12,0.0,0.02,0.21,6477
DS,2007.0,Nintendo,0.0,0.0,0.26,0.0,0.26,6479
Wii,2009.0,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26,6480
DS,2008.0,Codemasters,0.24,0.0,0.0,0.02,0.26,6481
3DS,2013.0,Level 5,0.0,0.0,0.26,0.0,0.26,6482
PS2,2004.0,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,6483
DS,2005.0,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,6483
XB,2004.0,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09,6483
GBA,2005.0,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,6483
PS2,2007.0,Sega,0.1,0.08,0.05,0.03,0.26,6485
Wii,2010.0,Atari,0.24,0.0,0.0,0.02,0.26,6486
PS3,2013.0,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,6487
PSP,2013.0,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,6487
PSV,2013.0,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,6487
GBA,2002.0,THQ,0.19,0.07,0.0,0.0,0.26,6488
PS2,2006.0,Capcom,0.0,0.0,0.26,0.0,0.26,6489
PSP,2006.0,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,6490
Wii,2011.0,Nintendo,0.0,0.01,0.25,0.0,0.26,6491
GBA,2002.0,THQ,0.19,0.07,0.0,0.0,0.26,6492
GBA,2006.0,Nintendo,0.0,0.0,0.26,0.01,0.26,6493
PSV,2012.0,Ubisoft,0.11,0.1,0.01,0.05,0.26,6495
PS,2000.0,Activision,0.15,0.1,0.0,0.02,0.26,6496
DS,2008.0,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,6499
PS2,2002.0,Ubisoft,0.13,0.1,0.0,0.03,0.26,6501
GC,2003.0,NewKidCo,0.05,0.01,0.0,0.0,0.07,6501
XB,,Unknown,0.02,0.01,0.0,0.0,0.03,6501
DS,2011.0,Capcom,0.0,0.0,0.26,0.0,0.26,6502
DS,2007.0,505 Games,0.24,0.0,0.0,0.02,0.26,6504
DS,2009.0,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26,6506
PS3,2011.0,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,6508
PSP,2011.0,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,6508
GBA,2006.0,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,6511
GBA,2003.0,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26,6512
GBA,2004.0,Banpresto,0.0,0.0,0.25,0.01,0.26,6513
PS2,2002.0,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,6515
3DS,2013.0,Atlus,0.1,0.01,0.14,0.01,0.26,6518
PS,1999.0,Enix Corporation,0.04,0.03,0.18,0.02,0.26,6519
PSP,2009.0,Sega,0.0,0.0,0.26,0.0,0.26,6520
PSP,2008.0,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,6522
PSP,2009.0,Capcom,0.0,0.0,0.26,0.0,0.26,6523
N64,2000.0,LucasArts,0.21,0.05,0.0,0.0,0.26,6525
N64,1999.0,GT Interactive,0.21,0.05,0.0,0.0,0.26,6526
N64,1999.0,Acclaim Entertainment,0.21,0.05,0.0,0.0,0.26,6527
PS,2000.0,Acclaim Entertainment,0.05,0.03,0.0,0.01,0.08,6527
